Tiempo,Resistencia,Temperatura
0,17234,13.03
30,17528,12.66
60,18292,11.75
90,18690,11.29
120,19351,10.55
150,19955,9.90
180,20311,9.53
210,20584,9.24
240,20769,9.06
270,21240,8.58
300,21336,8.49
330,21826,8.01
360,22331,7.54
390,22228,7.63
420,22747,7.15
450,23065,6.86
480,23500,6.47
510,23282,6.67
540,23611,6.38
570,23722,6.28
600,24061,5.99
630,23834,6.18
660,24523,5.59
690,24175,5.89
720,24877,5.30
750,25362,4.90
780,24758,5.40
810,25240,5.00
840,24758,5.40
870,25485,4.80
901,25240,5.00
931,25240,5.00
961,25240,5.00
991,25860,4.50
1021,25240,5.00
1051,25860,4.50
1081,25734,4.60
1111,25987,4.40
1141,25734,4.60
1171,25860,4.50
1201,26503,4.00
1231,26373,4.10
1261,26243,4.20
1291,26115,4.30
1321,26115,4.30
1351,26243,4.20
1381,26243,4.20
1411,26115,4.30
1441,26243,4.20
1471,26115,4.30
1501,26373,4.10
1531,26503,4.00
1561,27170,3.49
1591,26243,4.20
1621,26635,3.90
1651,26635,3.90
1681,27721,3.08
1711,26503,4.00
1741,26767,3.80
1772,26243,4.20
1802,27170,3.49
1832,27306,3.39
1862,27035,3.59
