Tiempo,Resistencia,Temperatura
0,10549,23.93
30,10304,24.47
60,10970,23.04
90,11409,22.15
120,12009,20.99
150,12248,20.54
180,13262,18.76
210,13915,17.70
240,14489,16.81
270,15029,16.00
300,15594,15.19
330,16052,14.56
360,16665,13.75
390,17162,13.12
420,17307,12.94
450,17603,12.57
480,17981,12.12
510,18292,11.75
540,18292,11.75
570,19183,10.74
600,19099,10.83
630,19351,10.55
660,19436,10.46
690,19693,10.18
720,19780,10.09
750,19955,9.90
780,20221,9.62
810,20221,9.62
840,20955,8.87
871,20584,9.24
901,20584,9.24
931,20584,9.24
961,20862,8.96
991,20862,8.96
1021,20955,8.87
1051,21240,8.58
1081,21050,8.77
1111,21145,8.68
1141,21145,8.68
1171,21336,8.49
1201,21530,8.30
1231,22127,7.73
1261,21433,8.39
1291,21433,8.39
1321,21530,8.30
1351,21628,8.20
1381,21530,8.30
1411,22026,7.82
1441,22537,7.34
1471,22026,7.82
1501,22434,7.44
1531,22537,7.34
1561,22747,7.15
1591,22642,7.25
1621,23065,6.86
1651,22958,6.96
1681,23065,6.86
1711,22958,6.96
1742,23065,6.86
1772,23065,6.86
1802,23173,6.77
1832,23173,6.77
1862,23173,6.77
1892,23391,6.57
1922,22331,7.54
1952,23282,6.67
1982,23282,6.67
2012,23282,6.67
2042,23282,6.67
2072,22852,7.06
2102,23391,6.57
2132,23282,6.67
2162,23391,6.57
2192,23391,6.57
2222,23173,6.77
2252,23173,6.77
2282,23282,6.67
2312,23282,6.67
2342,23282,6.67
2372,23282,6.67
2402,23282,6.67
2432,23282,6.67
2462,23173,6.77
2492,23282,6.67
2522,23282,6.67
2552,23173,6.77
2583,23391,6.57
2613,23282,6.67
2643,23173,6.77
2673,23500,6.47
2703,23173,6.77
2733,23173,6.77
2763,23065,6.86
2793,23173,6.77
2823,23065,6.86
2853,22958,6.96
2883,23065,6.86
2913,22852,7.06
2943,23065,6.86
2973,22958,6.96
3003,22958,6.96
3033,22852,7.06
3063,23611,6.38
3093,23065,6.86
3123,23065,6.86
3153,23065,6.86
3183,22958,6.96
3213,23173,6.77
3243,23065,6.86
3273,23173,6.77
3303,23065,6.86
3333,23173,6.77
3363,22852,7.06
3393,23282,6.67
3424,23065,6.86
3454,23173,6.77
3484,23282,6.67
3514,23065,6.86
3544,23391,6.57
3574,23173,6.77
3604,23173,6.77
3634,23065,6.86
3664,23282,6.67
3694,23282,6.67
3724,23282,6.67
3754,23391,6.57
3784,23282,6.67
3814,23282,6.67
3844,23282,6.67
3874,23391,6.57
3904,23282,6.67
3934,23282,6.67
3964,23173,6.77
3994,23282,6.67
4024,23173,6.77
4054,23173,6.77
4084,23391,6.57
4114,23282,6.67
4144,23391,6.57
4174,23173,6.77
4204,23173,6.77
